Date,Product_ID,Product_Name,Category,Base_Price,Discounted_Price,Units_Sold,Revenue,Discount (%),Rating
2023-02-19,P1004,Yoga Mat,Fitness,25.0,22.5,150,3375.0,10,4.3
2023-02-19,P1005,Resistance Bands,Fitness,19.99,16.99,57,968.43,15,3.7
2023-02-19,P1006,Ceramic Mug,Home & Kitchen,12.99,11.69,97,1133.93,10,4.6
2023-02-19,P1007,Non-stick Pan,Home & Kitchen,34.99,34.99,123,4303.77,0,4.1
2023-02-19,P1008,Notebook Set,Office & Stationery,10.99,10.44,175,1827.0,5,4.0
2023-02-19,P1009,Backpack,Fashion & Accessories,49.99,49.99,103,5148.97,0,4.1
2023-02-19,P1010,Running Shoes,Fashion & Accessories,89.99,80.99,145,11743.55,10,4.7
2023-02-19,P1011,Moisturizer,Beauty & Personal Care,22.49,21.37,60,1282.2,5,5.0
2023-02-19,P1012,Programming Book,Books & Learning,39.95,35.96,130,4674.8,10,4.7
2023-02-20,P1001,Wireless Headphones,Electronics,59.99,53.99,116,6262.84,10,4.6
2023-02-20,P1002,Bluetooth Speaker,Electronics,45.99,39.09,80,3127.2,15,4.3
2023-02-20,P1003,Smartwatch,Electronics,149.99,149.99,41,6149.59,0,3.7
2023-02-20,P1004,Yoga Mat,Fitness,25.0,21.25,115,2443.75,15,4.3
2023-02-20,P1005,Resistance Bands,Fitness,19.99,18.99,68,1291.32,5,4.0
2023-02-20,P1006,Ceramic Mug,Home & Kitchen,12.99,12.34,111,1369.74,5,4.1
2023-02-20,P1007,Non-stick Pan,Home & Kitchen,34.99,31.49,106,3337.94,10,4.3
2023-02-20,P1008,Notebook Set,Office & Stationery,10.99,9.34,160,1494.4,15,4.6
2023-02-20,P1009,Backpack,Fashion & Accessories,49.99,42.49,106,4503.94,15,4.7
2023-02-20,P1010,Running Shoes,Fashion & Accessories,89.99,80.99,124,10042.76,10,4.5
2023-02-20,P1011,Moisturizer,Beauty & Personal Care,22.49,20.24,136,2752.64,10,4.7
2023-02-20,P1012,Programming Book,Books & Learning,39.95,33.96,36,1222.56,15,3.9
2023-02-21,P1001,Wireless Headphones,Electronics,59.99,56.99,178,10144.22,5,4.6
2023-02-21,P1002,Bluetooth Speaker,Electronics,45.99,39.09,179,6997.11,15,3.8
2023-02-21,P1003,Smartwatch,Electronics,149.99,142.49,127,18096.23,5,4.7
2023-02-21,P1004,Yoga Mat,Fitness,25.0,25.0,92,2300.0,0,4.4
2023-02-21,P1005,Resistance Bands,Fitness,19.99,18.99,58,1101.42,5,3.5
2023-02-21,P1006,Ceramic Mug,Home & Kitchen,12.99,11.04,110,1214.4,15,3.7
2023-02-21,P1007,Non-stick Pan,Home & Kitchen,34.99,29.74,82,2438.68,15,4.3
2023-02-21,P1008,Notebook Set,Office & Stationery,10.99,10.99,150,1648.5,0,4.6
2023-02-21,P1009,Backpack,Fashion & Accessories,49.99,47.49,162,7693.38,5,4.3
2023-02-21,P1010,Running Shoes,Fashion & Accessories,89.99,76.49,152,11626.48,15,4.0
2023-02-21,P1011,Moisturizer,Beauty & Personal Care,22.49,19.12,74,1414.88,15,4.9
2023-02-21,P1012,Programming Book,Books & Learning,39.95,35.96,117,4207.32,10,4.5
2023-02-22,P1001,Wireless Headphones,Electronics,59.99,50.99,97,4946.03,15,3.8
2023-02-22,P1002,Bluetooth Speaker,Electronics,45.99,41.39,93,3849.27,10,4.3
2023-02-22,P1003,Smartwatch,Electronics,149.99,134.99,87,11744.13,10,4.7
2023-02-22,P1004,Yoga Mat,Fitness,25.0,21.25,83,1763.75,15,4.0
2023-02-22,P1005,Resistance Bands,Fitness,19.99,17.99,119,2140.81,10,3.9
2023-02-22,P1006,Ceramic Mug,Home & Kitchen,12.99,11.04,176,1943.04,15,4.8
2023-02-22,P1007,Non-stick Pan,Home & Kitchen,34.99,31.49,131,4125.19,10,4.9
2023-02-22,P1008,Notebook Set,Office & Stationery,10.99,9.89,67,662.63,10,3.6
2023-02-22,P1009,Backpack,Fashion & Accessories,49.99,44.99,50,2249.5,10,4.9
2023-02-22,P1010,Running Shoes,Fashion & Accessories,89.99,76.49,95,7266.55,15,3.8
2023-02-22,P1011,Moisturizer,Beauty & Personal Care,22.49,20.24,167,3380.08,10,4.9
2023-02-22,P1012,Programming Book,Books & Learning,39.95,37.95,99,3757.05,5,3.7
2023-02-23,P1001,Wireless Headphones,Electronics,59.99,56.99,180,10258.2,5,3.9
2023-02-23,P1002,Bluetooth Speaker,Electronics,45.99,43.69,165,7208.85,5,4.5
2023-02-23,P1003,Smartwatch,Electronics,149.99,149.99,43,6449.57,0,4.1
2023-02-23,P1004,Yoga Mat,Fitness,25.0,25.0,150,3750.0,0,4.5
2023-02-23,P1005,Resistance Bands,Fitness,19.99,19.99,65,1299.35,0,4.9
2023-02-23,P1006,Ceramic Mug,Home & Kitchen,12.99,11.04,70,772.8,15,4.5
2023-02-23,P1007,Non-stick Pan,Home & Kitchen,34.99,29.74,151,4490.74,15,4.5
2023-02-23,P1008,Notebook Set,Office & Stationery,10.99,9.89,103,1018.67,10,3.9
2023-02-23,P1009,Backpack,Fashion & Accessories,49.99,49.99,45,2249.55,0,4.5
2023-02-23,P1010,Running Shoes,Fashion & Accessories,89.99,89.99,89,8009.11,0,4.9
2023-02-23,P1011,Moisturizer,Beauty & Personal Care,22.49,19.12,74,1414.88,15,4.8
2023-02-23,P1012,Programming Book,Books & Learning,39.95,39.95,75,2996.25,0,5.0
2023-02-24,P1001,Wireless Headphones,Electronics,59.99,50.99,131,6679.69,15,3.8
2023-02-24,P1002,Bluetooth Speaker,Electronics,45.99,45.99,104,4782.96,0,3.5
2023-02-24,P1003,Smartwatch,Electronics,149.99,149.99,175,26248.25,0,4.9
2023-02-24,P1004,Yoga Mat,Fitness,25.0,22.5,115,2587.5,10,4.2
2023-02-24,P1005,Resistance Bands,Fitness,19.99,16.99,169,2871.31,15,4.8
2023-02-24,P1006,Ceramic Mug,Home & Kitchen,12.99,11.04,64,706.56,15,3.9
2023-02-24,P1007,Non-stick Pan,Home & Kitchen,34.99,31.49,58,1826.42,10,3.7
2023-02-24,P1008,Notebook Set,Office & Stationery,10.99,9.89,147,1453.83,10,4.6
2023-02-24,P1009,Backpack,Fashion & Accessories,49.99,44.99,33,1484.67,10,4.7
2023-02-24,P1010,Running Shoes,Fashion & Accessories,89.99,85.49,175,14960.75,5,3.8
2023-02-24,P1011,Moisturizer,Beauty & Personal Care,22.49,19.12,133,2542.96,15,4.3
2023-02-24,P1012,Programming Book,Books & Learning,39.95,33.96,52,1765.92,15,4.5
2023-02-25,P1001,Wireless Headphones,Electronics,59.99,56.99,77,4388.23,5,4.2
2023-02-25,P1002,Bluetooth Speaker,Electronics,45.99,45.99,93,4277.07,0,3.9
2023-02-25,P1003,Smartwatch,Electronics,149.99,127.49,90,11474.1,15,4.6
2023-02-25,P1004,Yoga Mat,Fitness,25.0,22.5,114,2565.0,10,4.4
2023-02-25,P1005,Resistance Bands,Fitness,19.99,19.99,176,3518.24,0,3.9
2023-02-25,P1006,Ceramic Mug,Home & Kitchen,12.99,12.34,122,1505.48,5,3.6
2023-02-25,P1007,Non-stick Pan,Home & Kitchen,34.99,29.74,60,1784.4,15,4.0
2023-02-25,P1008,Notebook Set,Office & Stationery,10.99,9.89,133,1315.37,10,4.5
2023-02-25,P1009,Backpack,Fashion & Accessories,49.99,44.99,105,4723.95,10,4.4
2023-02-25,P1010,Running Shoes,Fashion & Accessories,89.99,85.49,86,7352.14,5,4.2
2023-02-25,P1011,Moisturizer,Beauty & Personal Care,22.49,20.24,146,2955.04,10,4.1
2023-02-25,P1012,Programming Book,Books & Learning,39.95,33.96,170,5773.2,15,4.6
2023-02-26,P1001,Wireless Headphones,Electronics,59.99,56.99,85,4844.15,5,4.5
2023-02-26,P1002,Bluetooth Speaker,Electronics,45.99,39.09,50,1954.5,15,4.3
2023-02-26,P1003,Smartwatch,Electronics,149.99,149.99,122,18298.78,0,4.9
2023-02-26,P1004,Yoga Mat,Fitness,25.0,25.0,58,1450.0,0,4.7
2023-02-26,P1005,Resistance Bands,Fitness,19.99,18.99,159,3019.41,5,4.4
2023-02-26,P1006,Ceramic Mug,Home & Kitchen,12.99,12.34,68,839.12,5,4.0
2023-02-26,P1007,Non-stick Pan,Home & Kitchen,34.99,29.74,163,4847.62,15,3.7
2023-02-26,P1008,Notebook Set,Office & Stationery,10.99,9.34,82,765.88,15,3.6
2023-02-26,P1009,Backpack,Fashion & Accessories,49.99,42.49,160,6798.4,15,4.7
2023-02-26,P1010,Running Shoes,Fashion & Accessories,89.99,85.49,146,12481.54,5,4.3
2023-02-26,P1011,Moisturizer,Beauty & Personal Care,22.49,22.49,146,3283.54,0,4.3
2023-02-26,P1012,Programming Book,Books & Learning,39.95,39.95,108,4314.6,0,4.1
2023-02-27,P1001,Wireless Headphones,Electronics,59.99,56.99,30,1709.7,5,4.4
2023-02-27,P1002,Bluetooth Speaker,Electronics,45.99,39.09,41,1602.69,15,4.0
2023-02-27,P1003,Smartwatch,Electronics,149.99,149.99,46,6899.54,0,4.9
2023-02-27,P1004,Yoga Mat,Fitness,25.0,21.25,47,998.75,15,3.5
2023-02-27,P1005,Resistance Bands,Fitness,19.99,18.99,134,2544.66,5,4.7
2023-02-27,P1006,Ceramic Mug,Home & Kitchen,12.99,11.69,137,1601.53,10,5.0
2023-02-27,P1007,Non-stick Pan,Home & Kitchen,34.99,29.74,127,3776.98,15,4.8
2023-02-27,P1008,Notebook Set,Office & Stationery,10.99,9.34,126,1176.84,15,3.6
2023-02-27,P1009,Backpack,Fashion & Accessories,49.99,47.49,168,7978.32,5,4.5
2023-02-27,P1010,Running Shoes,Fashion & Accessories,89.99,89.99,119,10708.81,0,3.8
2023-02-27,P1011,Moisturizer,Beauty & Personal Care,22.49,19.12,167,3193.04,15,4.3
2023-02-27,P1012,Programming Book,Books & Learning,39.95,39.95,87,3475.65,0,4.6
2023-02-28,P1001,Wireless Headphones,Electronics,59.99,50.99,106,5404.94,15,4.5
2023-02-28,P1002,Bluetooth Speaker,Electronics,45.99,39.09,169,6606.21,15,4.3
2023-02-28,P1003,Smartwatch,Electronics,149.99,142.49,88,12539.12,5,4.2
2023-02-28,P1004,Yoga Mat,Fitness,25.0,22.5,69,1552.5,10,3.8
2023-02-28,P1005,Resistance Bands,Fitness,19.99,19.99,58,1159.42,0,4.7
2023-02-28,P1006,Ceramic Mug,Home & Kitchen,12.99,12.99,137,1779.63,0,3.9
2023-02-28,P1007,Non-stick Pan,Home & Kitchen,34.99,34.99,47,1644.53,0,4.4
2023-02-28,P1008,Notebook Set,Office & Stationery,10.99,10.99,144,1582.56,0,3.9
2023-02-28,P1009,Backpack,Fashion & Accessories,49.99,42.49,41,1742.09,15,4.2
2023-02-28,P1010,Running Shoes,Fashion & Accessories,89.99,85.49,168,14362.32,5,4.6
2023-02-28,P1011,Moisturizer,Beauty & Personal Care,22.49,21.37,44,940.28,5,4.3
2023-02-28,P1012,Programming Book,Books & Learning,39.95,37.95,104,3946.8,5,4.7
2023-03-01,P1001,Wireless Headphones,Electronics,59.99,53.99,177,9556.23,10,4.4
2023-03-01,P1002,Bluetooth Speaker,Electronics,45.99,43.69,112,4893.28,5,4.0
2023-03-01,P1003,Smartwatch,Electronics,149.99,142.49,66,9404.34,5,4.1
2023-03-01,P1004,Yoga Mat,Fitness,25.0,25.0,100,2500.0,0,4.3
2023-03-01,P1005,Resistance Bands,Fitness,19.99,16.99,74,1257.26,15,4.3
2023-03-01,P1006,Ceramic Mug,Home & Kitchen,12.99,11.69,42,490.98,10,4.9
2023-03-01,P1007,Non-stick Pan,Home & Kitchen,34.99,31.49,127,3999.23,10,4.5
2023-03-01,P1008,Notebook Set,Office & Stationery,10.99,10.44,134,1398.96,5,3.9
2023-03-01,P1009,Backpack,Fashion & Accessories,49.99,42.49,77,3271.73,15,3.9
2023-03-01,P1010,Running Shoes,Fashion & Accessories,89.99,80.99,87,7046.13,10,4.8
2023-03-01,P1011,Moisturizer,Beauty & Personal Care,22.49,19.12,66,1261.92,15,4.9
2023-03-01,P1012,Programming Book,Books & Learning,39.95,33.96,173,5875.08,15,5.0
2023-03-02,P1001,Wireless Headphones,Electronics,59.99,56.99,172,9802.28,5,4.1
2023-03-02,P1002,Bluetooth Speaker,Electronics,45.99,43.69,95,4150.55,5,4.0
2023-03-02,P1003,Smartwatch,Electronics,149.99,127.49,50,6374.5,15,4.8
2023-03-02,P1004,Yoga Mat,Fitness,25.0,23.75,53,1258.75,5,3.6
2023-03-02,P1005,Resistance Bands,Fitness,19.99,19.99,126,2518.74,0,4.8
2023-03-02,P1006,Ceramic Mug,Home & Kitchen,12.99,12.34,78,962.52,5,4.2
2023-03-02,P1007,Non-stick Pan,Home & Kitchen,34.99,31.49,115,3621.35,10,4.9
2023-03-02,P1008,Notebook Set,Office & Stationery,10.99,10.44,33,344.52,5,4.9
2023-03-02,P1009,Backpack,Fashion & Accessories,49.99,42.49,60,2549.4,15,4.9
2023-03-02,P1010,Running Shoes,Fashion & Accessories,89.99,76.49,82,6272.18,15,4.9
2023-03-02,P1011,Moisturizer,Beauty & Personal Care,22.49,20.24,171,3461.04,10,4.7
2023-03-02,P1012,Programming Book,Books & Learning,39.95,33.96,127,4312.92,15,4.3
2023-03-03,P1001,Wireless Headphones,Electronics,59.99,53.99,121,6532.79,10,3.9
2023-03-03,P1002,Bluetooth Speaker,Electronics,45.99,39.09,161,6293.49,15,4.2
2023-03-03,P1003,Smartwatch,Electronics,149.99,134.99,150,20248.5,10,4.9
2023-03-03,P1004,Yoga Mat,Fitness,25.0,22.5,124,2790.0,10,4.1
2023-03-03,P1005,Resistance Bands,Fitness,19.99,18.99,174,3304.26,5,4.6
2023-03-03,P1006,Ceramic Mug,Home & Kitchen,12.99,11.69,34,397.46,10,4.3
2023-03-03,P1007,Non-stick Pan,Home & Kitchen,34.99,29.74,179,5323.46,15,3.9
2023-03-03,P1008,Notebook Set,Office & Stationery,10.99,9.89,80,791.2,10,3.8
2023-03-03,P1009,Backpack,Fashion & Accessories,49.99,47.49,175,8310.75,5,4.2
2023-03-03,P1010,Running Shoes,Fashion & Accessories,89.99,80.99,116,9394.84,10,4.6
2023-03-03,P1011,Moisturizer,Beauty & Personal Care,22.49,19.12,155,2963.6,15,4.2
2023-03-03,P1012,Programming Book,Books & Learning,39.95,37.95,120,4554.0,5,3.7
2023-03-04,P1001,Wireless Headphones,Electronics,59.99,50.99,169,8617.31,15,3.8
2023-03-04,P1002,Bluetooth Speaker,Electronics,45.99,45.99,168,7726.32,0,4.3
2023-03-04,P1003,Smartwatch,Electronics,149.99,149.99,49,7349.51,0,4.6
2023-03-04,P1004,Yoga Mat,Fitness,25.0,23.75,135,3206.25,5,4.8
2023-03-04,P1005,Resistance Bands,Fitness,19.99,19.99,89,1779.11,0,4.6
2023-03-04,P1006,Ceramic Mug,Home & Kitchen,12.99,12.34,32,394.88,5,4.3
2023-03-04,P1007,Non-stick Pan,Home & Kitchen,34.99,34.99,125,4373.75,0,4.4
2023-03-04,P1008,Notebook Set,Office & Stationery,10.99,9.34,153,1429.02,15,3.5
2023-03-04,P1009,Backpack,Fashion & Accessories,49.99,42.49,166,7053.34,15,3.5
2023-03-04,P1010,Running Shoes,Fashion & Accessories,89.99,80.99,165,13363.35,10,4.3
2023-03-04,P1011,Moisturizer,Beauty & Personal Care,22.49,22.49,103,2316.47,0,4.3
2023-03-04,P1012,Programming Book,Books & Learning,39.95,37.95,140,5313.0,5,3.7
2023-03-05,P1001,Wireless Headphones,Electronics,59.99,56.99,54,3077.46,5,3.9
2023-03-05,P1002,Bluetooth Speaker,Electronics,45.99,41.39,164,6787.96,10,4.7
2023-03-05,P1003,Smartwatch,Electronics,149.99,127.49,98,12494.02,15,3.6
2023-03-05,P1004,Yoga Mat,Fitness,25.0,21.25,133,2826.25,15,4.3
2023-03-05,P1005,Resistance Bands,Fitness,19.99,17.99,87,1565.13,10,4.5
2023-03-05,P1006,Ceramic Mug,Home & Kitchen,12.99,12.99,50,649.5,0,3.6
2023-03-05,P1007,Non-stick Pan,Home & Kitchen,34.99,29.74,127,3776.98,15,4.3
2023-03-05,P1008,Notebook Set,Office & Stationery,10.99,10.99,44,483.56,0,4.6
2023-03-05,P1009,Backpack,Fashion & Accessories,49.99,42.49,51,2166.99,15,4.8
2023-03-05,P1010,Running Shoes,Fashion & Accessories,89.99,89.99,114,10258.86,0,4.8
2023-03-05,P1011,Moisturizer,Beauty & Personal Care,22.49,21.37,40,854.8,5,3.8
2023-03-05,P1012,Programming Book,Books & Learning,39.95,33.96,175,5943.0,15,3.9
2023-03-06,P1001,Wireless Headphones,Electronics,59.99,53.99,49,2645.51,10,4.8
2023-03-06,P1002,Bluetooth Speaker,Electronics,45.99,45.99,174,8002.26,0,3.8
2023-03-06,P1003,Smartwatch,Electronics,149.99,149.99,110,16498.9,0,4.9
2023-03-06,P1004,Yoga Mat,Fitness,25.0,23.75,180,4275.0,5,4.6
2023-03-06,P1005,Resistance Bands,Fitness,19.99,19.99,131,2618.69,0,3.9
2023-03-06,P1006,Ceramic Mug,Home & Kitchen,12.99,12.34,174,2147.16,5,4.4
2023-03-06,P1007,Non-stick Pan,Home & Kitchen,34.99,31.49,129,4062.21,10,4.1
2023-03-06,P1008,Notebook Set,Office & Stationery,10.99,10.99,65,714.35,0,4.3
2023-03-06,P1009,Backpack,Fashion & Accessories,49.99,49.99,118,5898.82,0,3.6
2023-03-06,P1010,Running Shoes,Fashion & Accessories,89.99,89.99,89,8009.11,0,4.0
2023-03-06,P1011,Moisturizer,Beauty & Personal Care,22.49,20.24,131,2651.44,10,3.5
2023-03-06,P1012,Programming Book,Books & Learning,39.95,33.96,99,3362.04,15,4.2
2023-03-07,P1001,Wireless Headphones,Electronics,59.99,50.99,121,6169.79,15,4.1
2023-03-07,P1002,Bluetooth Speaker,Electronics,45.99,39.09,179,6997.11,15,3.6
2023-03-07,P1003,Smartwatch,Electronics,149.99,142.49,105,14961.45,5,4.6
2023-03-07,P1004,Yoga Mat,Fitness,25.0,22.5,51,1147.5,10,3.7
2023-03-07,P1005,Resistance Bands,Fitness,19.99,16.99,69,1172.31,15,4.0
2023-03-07,P1006,Ceramic Mug,Home & Kitchen,12.99,12.99,57,740.43,0,3.5
2023-03-07,P1007,Non-stick Pan,Home & Kitchen,34.99,29.74,108,3211.92,15,4.0
2023-03-07,P1008,Notebook Set,Office & Stationery,10.99,10.99,99,1088.01,0,3.7
2023-03-07,P1009,Backpack,Fashion & Accessories,49.99,42.49,77,3271.73,15,4.2
2023-03-07,P1010,Running Shoes,Fashion & Accessories,89.99,76.49,172,13156.28,15,3.7
2023-03-07,P1011,Moisturizer,Beauty & Personal Care,22.49,20.24,52,1052.48,10,4.3
2023-03-07,P1012,Programming Book,Books & Learning,39.95,33.96,113,3837.48,15,3.5
2023-03-08,P1001,Wireless Headphones,Electronics,59.99,50.99,135,6883.65,15,4.7
2023-03-08,P1002,Bluetooth Speaker,Electronics,45.99,43.69,173,7558.37,5,4.4
2023-03-08,P1003,Smartwatch,Electronics,149.99,127.49,73,9306.77,15,3.8
2023-03-08,P1004,Yoga Mat,Fitness,25.0,22.5,98,2205.0,10,3.9
2023-03-08,P1005,Resistance Bands,Fitness,19.99,19.99,67,1339.33,0,3.8
2023-03-08,P1006,Ceramic Mug,Home & Kitchen,12.99,11.04,100,1104.0,15,3.9
2023-03-08,P1007,Non-stick Pan,Home & Kitchen,34.99,31.49,49,1543.01,10,3.9
2023-03-08,P1008,Notebook Set,Office & Stationery,10.99,9.34,93,868.62,15,4.4
2023-03-08,P1009,Backpack,Fashion & Accessories,49.99,42.49,80,3399.2,15,3.7
2023-03-08,P1010,Running Shoes,Fashion & Accessories,89.99,89.99,107,9628.93,0,4.9
2023-03-08,P1011,Moisturizer,Beauty & Personal Care,22.49,19.12,115,2198.8,15,4.7
2023-03-08,P1012,Programming Book,Books & Learning,39.95,33.96,114,3871.44,15,4.0
2023-03-09,P1001,Wireless Headphones,Electronics,59.99,53.99,64,3455.36,10,4.0
2023-03-09,P1002,Bluetooth Speaker,Electronics,45.99,39.09,81,3166.29,15,4.0
2023-03-09,P1003,Smartwatch,Electronics,149.99,134.99,131,17683.69,10,3.9
2023-03-09,P1004,Yoga Mat,Fitness,25.0,23.75,155,3681.25,5,4.0
2023-03-09,P1005,Resistance Bands,Fitness,19.99,16.99,101,1715.99,15,4.0
2023-03-09,P1006,Ceramic Mug,Home & Kitchen,12.99,12.34,174,2147.16,5,4.4
2023-03-09,P1007,Non-stick Pan,Home & Kitchen,34.99,33.24,169,5617.56,5,4.5
2023-03-09,P1008,Notebook Set,Office & Stationery,10.99,10.99,170,1868.3,0,4.9
2023-03-09,P1009,Backpack,Fashion & Accessories,49.99,47.49,148,7028.52,5,4.2
2023-03-09,P1010,Running Shoes,Fashion & Accessories,89.99,89.99,104,9358.96,0,4.7
2023-03-09,P1011,Moisturizer,Beauty & Personal Care,22.49,19.12,134,2562.08,15,3.7
2023-03-09,P1012,Programming Book,Books & Learning,39.95,37.95,107,4060.65,5,3.9
2023-03-10,P1001,Wireless Headphones,Electronics,59.99,50.99,69,3518.31,15,4.7
2023-03-10,P1002,Bluetooth Speaker,Electronics,45.99,39.09,48,1876.32,15,5.0
2023-03-10,P1003,Smartwatch,Electronics,149.99,127.49,152,19378.48,15,4.3
2023-03-10,P1004,Yoga Mat,Fitness,25.0,25.0,137,3425.0,0,4.7
2023-03-10,P1005,Resistance Bands,Fitness,19.99,19.99,122,2438.78,0,3.7
2023-03-10,P1006,Ceramic Mug,Home & Kitchen,12.99,11.69,93,1087.17,10,3.7
2023-03-10,P1007,Non-stick Pan,Home & Kitchen,34.99,29.74,41,1219.34,15,5.0
2023-03-10,P1008,Notebook Set,Office & Stationery,10.99,9.34,114,1064.76,15,3.7
2023-03-10,P1009,Backpack,Fashion & Accessories,49.99,44.99,55,2474.45,10,3.8
2023-03-10,P1010,Running Shoes,Fashion & Accessories,89.99,85.49,162,13849.38,5,4.2
2023-03-10,P1011,Moisturizer,Beauty & Personal Care,22.49,19.12,130,2485.6,15,4.7
2023-03-10,P1012,Programming Book,Books & Learning,39.95,37.95,180,6831.0,5,4.0
2023-03-11,P1001,Wireless Headphones,Electronics,59.99,50.99,36,1835.64,15,3.7
2023-03-11,P1002,Bluetooth Speaker,Electronics,45.99,45.99,136,6254.64,0,3.7
2023-03-11,P1003,Smartwatch,Electronics,149.99,134.99,66,8909.34,10,4.0
2023-03-11,P1004,Yoga Mat,Fitness,25.0,23.75,146,3467.5,5,4.3
2023-03-11,P1005,Resistance Bands,Fitness,19.99,16.99,119,2021.81,15,3.6
2023-03-11,P1006,Ceramic Mug,Home & Kitchen,12.99,11.69,145,1695.05,10,3.6
2023-03-11,P1007,Non-stick Pan,Home & Kitchen,34.99,34.99,41,1434.59,0,3.5
2023-03-11,P1008,Notebook Set,Office & Stationery,10.99,10.99,117,1285.83,0,4.5
2023-03-11,P1009,Backpack,Fashion & Accessories,49.99,47.49,72,3419.28,5,4.3
2023-03-11,P1010,Running Shoes,Fashion & Accessories,89.99,85.49,171,14618.79,5,4.0
2023-03-11,P1011,Moisturizer,Beauty & Personal Care,22.49,19.12,139,2657.68,15,3.8
2023-03-11,P1012,Programming Book,Books & Learning,39.95,37.95,133,5047.35,5,3.8
2023-03-12,P1001,Wireless Headphones,Electronics,59.99,50.99,140,7138.6,15,3.5
2023-03-12,P1002,Bluetooth Speaker,Electronics,45.99,39.09,80,3127.2,15,4.4
2023-03-12,P1003,Smartwatch,Electronics,149.99,149.99,129,19348.71,0,4.6
2023-03-12,P1004,Yoga Mat,Fitness,25.0,22.5,82,1845.0,10,4.6
2023-03-12,P1005,Resistance Bands,Fitness,19.99,19.99,46,919.54,0,4.7
2023-03-12,P1006,Ceramic Mug,Home & Kitchen,12.99,12.34,167,2060.78,5,4.0
2023-03-12,P1007,Non-stick Pan,Home & Kitchen,34.99,29.74,80,2379.2,15,3.7
2023-03-12,P1008,Notebook Set,Office & Stationery,10.99,9.89,155,1532.95,10,4.4
2023-03-12,P1009,Backpack,Fashion & Accessories,49.99,49.99,130,6498.7,0,4.0
2023-03-12,P1010,Running Shoes,Fashion & Accessories,89.99,85.49,147,12567.03,5,4.7
2023-03-12,P1011,Moisturizer,Beauty & Personal Care,22.49,22.49,106,2383.94,0,4.5
2023-03-12,P1012,Programming Book,Books & Learning,39.95,39.95,110,4394.5,0,3.9
2023-03-13,P1001,Wireless Headphones,Electronics,59.99,56.99,59,3362.41,5,4.1
2023-03-13,P1002,Bluetooth Speaker,Electronics,45.99,39.09,66,2579.94,15,4.1
2023-03-13,P1003,Smartwatch,Electronics,149.99,127.49,65,8286.85,15,4.1
2023-03-13,P1004,Yoga Mat,Fitness,25.0,23.75,154,3657.5,5,4.3
2023-03-13,P1005,Resistance Bands,Fitness,19.99,17.99,155,2788.45,10,3.7
2023-03-13,P1006,Ceramic Mug,Home & Kitchen,12.99,11.04,110,1214.4,15,4.4
2023-03-13,P1007,Non-stick Pan,Home & Kitchen,34.99,34.99,121,4233.79,0,4.2
2023-03-13,P1008,Notebook Set,Office & Stationery,10.99,9.34,79,737.86,15,4.9
2023-03-13,P1009,Backpack,Fashion & Accessories,49.99,42.49,159,6755.91,15,4.1
2023-03-13,P1010,Running Shoes,Fashion & Accessories,89.99,76.49,155,11855.95,15,4.6
2023-03-13,P1011,Moisturizer,Beauty & Personal Care,22.49,19.12,143,2734.16,15,3.8
2023-03-13,P1012,Programming Book,Books & Learning,39.95,39.95,174,6951.3,0,4.7
2023-03-14,P1001,Wireless Headphones,Electronics,59.99,53.99,86,4643.14,10,3.5
2023-03-14,P1002,Bluetooth Speaker,Electronics,45.99,41.39,87,3600.93,10,3.8
2023-03-14,P1003,Smartwatch,Electronics,149.99,127.49,147,18741.03,15,4.3
2023-03-14,P1004,Yoga Mat,Fitness,25.0,25.0,58,1450.0,0,3.9
2023-03-14,P1005,Resistance Bands,Fitness,19.99,17.99,169,3040.31,10,4.3
2023-03-14,P1006,Ceramic Mug,Home & Kitchen,12.99,11.04,40,441.6,15,4.3
2023-03-14,P1007,Non-stick Pan,Home & Kitchen,34.99,34.99,138,4828.62,0,4.6
2023-03-14,P1008,Notebook Set,Office & Stationery,10.99,9.89,93,919.77,10,4.8
2023-03-14,P1009,Backpack,Fashion & Accessories,49.99,42.49,38,1614.62,15,3.9
2023-03-14,P1010,Running Shoes,Fashion & Accessories,89.99,76.49,52,3977.48,15,4.8
2023-03-14,P1011,Moisturizer,Beauty & Personal Care,22.49,21.37,60,1282.2,5,3.8
2023-03-14,P1012,Programming Book,Books & Learning,39.95,35.96,180,6472.8,10,4.8
2023-03-15,P1001,Wireless Headphones,Electronics,59.99,56.99,139,7921.61,5,4.4
2023-03-15,P1002,Bluetooth Speaker,Electronics,45.99,43.69,82,3582.58,5,4.7
2023-03-15,P1003,Smartwatch,Electronics,149.99,134.99,175,23623.25,10,4.3
2023-03-15,P1004,Yoga Mat,Fitness,25.0,23.75,167,3966.25,5,4.0
2023-03-15,P1005,Resistance Bands,Fitness,19.99,17.99,104,1870.96,10,4.4
2023-03-15,P1006,Ceramic Mug,Home & Kitchen,12.99,12.99,161,2091.39,0,3.7
2023-03-15,P1007,Non-stick Pan,Home & Kitchen,34.99,34.99,135,4723.65,0,5.0
2023-03-15,P1008,Notebook Set,Office & Stationery,10.99,10.44,62,647.28,5,3.9
2023-03-15,P1009,Backpack,Fashion & Accessories,49.99,47.49,112,5318.88,5,4.6
2023-03-15,P1010,Running Shoes,Fashion & Accessories,89.99,76.49,130,9943.7,15,3.7
2023-03-15,P1011,Moisturizer,Beauty & Personal Care,22.49,19.12,98,1873.76,15,4.1
